accuracy,loss,val_accuracy,val_loss
0.9986869096755981,0.004872267134487629,0.977957010269165,0.052775077521800995
0.9982881546020508,0.005920848809182644,0.9915397763252258,0.03751221299171448
0.9985894560813904,0.004936516750603914,0.9963394403457642,0.017508845776319504
0.9987673163414001,0.004705660045146942,0.9976211786270142,0.0036475220695137978
0.9988613724708557,0.00430693756788969,0.998046875,0.016215767711400986
0.9987449049949646,0.0045850942842662334,0.9927063584327698,0.022224565967917442
0.9987251162528992,0.00473463349044323,0.9995567202568054,0.0018438176484778523
0.9987637996673584,0.004556525964289904,0.9989275932312012,0.0021867144387215376
0.9988142251968384,0.004127045627683401,0.9995066523551941,0.0016529358690604568
0.9988805055618286,0.004121977835893631,0.9971639513969421,0.006051281467080116
0.9989671111106873,0.004116108641028404,0.9988151788711548,0.0023113463539630175
0.9989060163497925,0.0041675446555018425,1.0,0.00018907721096184105
0.9989057183265686,0.0038496151100844145,0.9973390102386475,0.006953469477593899
0.9991346597671509,0.0035468977876007557,1.0,1.348493060504552e-05
0.9991782307624817,0.0030115649569779634,0.9995853900909424,0.0010753845563158393
0.9988833069801331,0.00415352638810873,0.9973661303520203,0.004008421674370766
0.9990343451499939,0.003586140461266041,1.0,2.7879837034561206e-06
0.9991334676742554,0.0032692605163902044,1.0,3.9317967548413435e-07
0.9992465376853943,0.003069748170673847,0.9956763386726379,0.013352790847420692
0.9990956783294678,0.0033402100671082735,0.9816607236862183,0.05131809413433075
0.9991520047187805,0.003163728164508939,0.9969798922538757,0.008628265000879765
0.9992932081222534,0.0028217057697474957,0.9977409839630127,0.005721101071685553
0.9990027546882629,0.00360012985765934,0.9919354915618896,0.024765927344560623
0.9992050528526306,0.0027846726588904858,0.9939086437225342,0.025980856269598007
0.9990149140357971,0.003573029302060604,0.9950082898139954,0.026228485628962517
0.999029815196991,0.004197992850095034,1.0,0.0005500705447047949
0.9994306564331055,0.0021543323528021574,0.99853515625,0.008238483220338821
0.9993108510971069,0.002441824646666646,0.9904030561447144,0.0305677130818367
0.999431312084198,0.002176526002585888,1.0,0.0003280215023551136
0.9995136857032776,0.0021324611734598875,1.0,0.00022277043899521232
0.9991658926010132,0.003041595919057727,0.9995066523551941,0.0012071998789906502
0.9990391135215759,0.0036347827408462763,0.9971639513969421,0.0077973161824047565
0.9993590712547302,0.0024542880710214376,1.0,0.00034759860136546195
0.9995107054710388,0.0019414571579545736,1.0,7.716745312791318e-05
0.9993551969528198,0.002471295651048422,0.9952102303504944,0.01665538363158703
0.9993988275527954,0.0022251948248595,1.0,1.0472623444002238e-06
0.9993159770965576,0.002519975882023573,0.9987562298774719,0.00196631858125329
0.9994142055511475,0.00225982628762722,0.9986830353736877,0.0036770228762179613
0.9995487928390503,0.001804506522603333,1.0,2.4307055923600274e-07
0.9995620846748352,0.0017270486569032073,1.0,6.243561188057356e-07
0.9993367791175842,0.0021862953435629606,0.99876469373703,0.0047573791816830635
0.9992132186889648,0.002815668936818838,0.998471736907959,0.004031560383737087
0.9993942975997925,0.002281805267557502,0.9993288516998291,0.0025540143251419067
0.9993948340415955,0.002490307204425335,1.0,0.00022565295512322336
0.9994449615478516,0.00203188369050622,0.9865591526031494,0.03316916152834892
0.9993676543235779,0.002210016129538417,0.9939086437225342,0.013992389664053917
0.9992184042930603,0.0026963623240590096,0.9680532217025757,0.09392893314361572
0.9994984865188599,0.0018952928949147463,1.0,9.639168274588883e-05
0.9996265172958374,0.0014807580737397075,0.998046875,0.01300298422574997
0.9995937943458557,0.0015163003699854016,0.9946257472038269,0.018024174496531487
0.9996010065078735,0.0014250645181164145,1.0,0.0001507410779595375
0.9994227886199951,0.002050318755209446,1.0,6.046787166269496e-05
0.9994544386863708,0.001789567875675857,0.9990133047103882,0.002903115702793002
0.9993880987167358,0.0023112616036087275,0.9982983469963074,0.003743502777069807
0.9995711445808411,0.0016007910016924143,1.0,5.3996282076695934e-05
0.999519944190979,0.0017083740094676614,1.0,4.6788027248112485e-05
0.9992961883544922,0.0023957325611263514,0.9994677901268005,0.001112931058742106
0.999635636806488,0.001516503980383277,1.0,0.00013939925702288747
0.9997015595436096,0.0010705478489398956,0.9995853900909424,0.0021099920850247145
0.9995331764221191,0.0016980565851554275,0.9995610117912292,0.0007364145130850375
0.9997066855430603,0.0010853793937712908,1.0,1.0588007626211038e-07
0.9997372627258301,0.0010023437207564712,1.0,2.4272975451822276e-07
0.9994631409645081,0.0022008863743394613,0.9950586557388306,0.01639091596007347
0.9990051984786987,0.0036606681533157825,0.9959245920181274,0.013101660646498203
0.9992039203643799,0.0028771250508725643,0.9973154067993164,0.007135630119591951
0.9994918704032898,0.001772373914718628,1.0,0.0006008559721522033
0.9996480345726013,0.0013578359503298998,0.976344108581543,0.07995736598968506
0.9991508722305298,0.003199238097295165,0.9949238300323486,0.01758352667093277
0.9995051622390747,0.0018639215268194675,0.9956738948822021,0.02036389149725437
0.9994609951972961,0.0018968803342431784,1.0,6.416312680812553e-05
0.9995718598365784,0.0015431768260896206,0.998046875,0.00977129302918911
0.9996439814567566,0.001332149258814752,0.9980806112289429,0.003368220292031765
0.9996377229690552,0.0015118767041713,0.9991135001182556,0.002143244491890073
